time,Charging Current (mA),Discharging Current (mA),Pack Voltage (mV),String 1 Voltage(mV),String 2 Voltage(mV),String 3 Voltage(mV),String 4 Voltage(mV),Temp (C),State Of Charge (%)
1619980200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619980320000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619980440000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619980560000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619980680000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619980800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619980920000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619981040000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619981160000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619981280000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619981400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619981520000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619981640000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619981760000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619981880000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619982000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619982120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619982240000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619982360000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619982480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619982600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619982720000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619982840000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619982960000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619983080000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619983200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619983320000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619983440000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619983560000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619983680000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619983800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619983920000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619984040000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619984160000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619984280000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619984400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619984520000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619984640000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619984760000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619984880000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619985000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619985120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619985240000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619985360000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619985480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619985600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619985720000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619985840000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619985960000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619986080000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619986200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619986320000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619986440000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619986560000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619986680000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619986800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619986920000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619987040000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619987160000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619987280000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619987400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619987520000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619987640000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619987760000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619987880000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619988000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619988120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619988240000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619988360000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619988480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619988600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619988720000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619988840000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619988960000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619989080000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619989200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619989320000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619989440000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619989560000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619989680000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619989800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619989920000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619990040000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619990160000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619990280000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619990400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619990520000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619990640000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619990760000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619990880000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619991000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619991120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619991240000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619991360000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619991480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619991600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619991720000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619991840000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619991960000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619992080000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619992200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619992320000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619992440000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619992560000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619992680000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619992800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619992920000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619993040000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619993160000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619993280000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619993400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619993520000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619993640000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619993760000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619993880000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619994000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619994120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619994240000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619994360000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619994480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619994600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
