time,Charging Current (mA),Discharging Current (mA),Pack Voltage (mV),String 1 Voltage(mV),String 2 Voltage(mV),String 3 Voltage(mV),String 4 Voltage(mV),Temp (C),State Of Charge (%)
1646591400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646591520000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646591640000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646591760000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646591880000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646592000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646592120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646592240000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646592360000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646592480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646592600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646592720000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646592840000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646592960000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646593080000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646593200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646593320000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646593440000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646593560000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646593680000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646593800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646593920000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646594040000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646594160000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646594280000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646594400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646594520000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646594640000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646594760000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646594880000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646595000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646595120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646595240000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646595360000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646595480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646595600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646595720000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646595840000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646595960000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646596080000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646596200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646596320000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646596440000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646596560000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646596680000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646596800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646596920000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646597040000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646597160000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646597280000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646597400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646597520000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646597640000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646597760000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646597880000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646598000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646598120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646598240000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646598360000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646598480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646598600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646598720000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646598840000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646598960000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646599080000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646599200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646599320000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646599440000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646599560000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646599680000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646599800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646599920000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646600040000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646600160000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
